id	n	tau	factorization
16355	2938507264	195	2^12*7^2*11^4
16356	2940000000	432	2^8*3^1*5^7*7^2
16357	2940892900	243	2^2*5^2*11^2*17^2*29^2
16358	2941225000	168	2^3*5^5*7^6
16359	2942827200	504	2^6*3^7*5^2*29^2
16360	2942940735	216	3^3*5^1*7^2*23^2*29^2
16361	2944053378	210	2^1*3^6*7^4*29^2
16362	2944581696	567	2^6*3^2*7^2*17^2*19^2
16363	2944656000	864	2^7*3^2*5^3*11^2*13^2
16364	2945882940	540	2^2*3^1*5^1*7^4*11^2*13^2
16365	2947186944	405	2^8*3^4*13^2*29^2
16366	2948467500	540	2^2*3^3*5^4*11^2*19^2
16367	2949120000	300	2^19*3^2*5^4
16368	2950348800	450	2^14*3^1*5^2*7^4
16369	2950509375	216	3^3*5^5*11^2*17^2
16370	2950649856	648	2^11*3^5*7^2*11^2
16371	2951578112	90	2^9*7^8
16372	2952835600	405	2^4*5^2*11^2*13^2*19^2
16373	2953045350	324	2^1*3^5*5^2*17^2*29^2
16374	2954805938	90	2^1*7^2*17^4*19^2
16375	2955139440	300	2^4*3^1*5^1*11^4*29^2
16376	2956640625	81	3^2*5^8*29^2
16377	2956824000	672	2^6*3^7*5^3*13^2
16378	2956938075	324	3^3*5^2*7^2*13^2*23^2
16379	2957420232	324	2^3*3^2*13^2*17^2*29^2
16380	2957727872	216	2^7*11^2*19^2*23^2
16381	2958056010	420	2^1*3^6*5^1*7^4*13^2
16382	2959198947	60	3^3*19^4*29^2
16383	2959360000	225	2^14*5^4*17^2
16384	2959776160	324	2^5*5^1*11^2*17^2*23^2
16385	2960651250	270	2^1*3^8*5^4*19^2
16386	2960895168	756	2^6*3^3*7^2*11^2*17^2
16387	2961318724	135	2^2*7^2*13^4*23^2
16388	2961837144	240	2^3*3^3*7^2*23^4
16389	2962842624	363	2^10*3^10*7^2
16390	2964500000	378	2^5*5^6*7^2*11^2
16391	2964802500	375	2^2*3^4*5^4*11^4
16392	2965037400	648	2^3*3^5*5^2*13^2*19^2
16393	2967350760	504	2^3*3^6*5^1*11^2*29^2
16394	2969194800	450	2^4*3^1*5^2*11^4*13^2
16395	2969430048	270	2^5*3^2*13^4*19^2
16396	2969949888	378	2^6*3^5*19^2*23^2
16397	2971176054	180	2^1*3^1*7^2*11^2*17^4
16398	2971486440	360	2^3*3^2*5^1*13^4*17^2
16399	2972006640	540	2^4*3^5*5^1*17^2*23^2
16400	2973130272	486	2^5*3^8*7^2*17^2
16401	2973273615	120	3^3*5^1*13^2*19^4
16402	2973696000	408	2^16*3^1*5^3*11^2
16403	2974114176	240	2^7*3^1*11^4*23^2
16404	2974935040	360	2^11*5^1*7^4*11^2
16405	2975289800	324	2^3*5^2*7^2*19^2*29^2
16406	2975593401	135	3^4*11^2*19^2*29^2
16407	2975625000	288	2^3*3^2*5^7*23^2
16408	2976251904	216	2^17*3^3*29^2
16409	2976750000	630	2^4*3^5*5^6*7^2
16410	2977053750	300	2^1*3^9*5^4*11^2
16411	2977350250	216	2^1*5^3*7^2*17^2*29^2
16412	2979612540	216	2^2*3^11*5^1*29^2
16413	2979740569	45	13^4*17^2*19^2
16414	2979765602	42	2^1*11^6*29^2
16415	2980262214	216	2^1*3^3*17^2*19^2*23^2
16416	2981160000	945	2^6*3^2*5^4*7^2*13^2
16417	2981464200	756	2^3*3^6*5^2*11^2*13^2
16418	2982402150	252	2^1*3^1*5^2*7^6*13^2
16419	2983453641	105	3^6*7^2*17^4
16420	2983890625	63	5^6*19^2*23^2
16421	2985881184	360	2^5*3^3*11^2*13^4
16422	2985984000	448	2^15*3^6*5^3
16423	2986099200	810	2^9*3^2*5^2*7^2*23^2
16424	2986403904	441	2^6*3^6*11^2*23^2
16425	2986586112	234	2^12*3^1*17^2*29^2
16426	2987228160	660	2^10*3^5*5^1*7^4
16427	2987343408	210	2^4*3^1*7^6*23^2
16428	2988262225	45	5^2*13^2*29^4
16429	2989355625	75	3^14*5^4
16430	2989441000	432	2^3*5^3*7^2*13^2*19^2
16431	2991511250	270	2^1*5^4*7^2*13^2*17^2
16432	2991773400	648	2^3*3^1*5^2*7^2*11^2*29^2
16433	2992078683	90	3^5*11^4*29^2
16434	2993213192	60	2^3*23^2*29^4
16435	2993784300	324	2^2*3^11*5^2*13^2
16436	2993938090	84	2^1*5^1*11^6*13^2
16437	2994278400	585	2^12*3^4*5^2*19^2
16438	2995526016	480	2^7*3^3*7^4*19^2
16439	2996248827	90	3^1*11^2*13^4*17^2
16440	2996467600	405	2^4*5^2*7^2*17^2*23^2
16441	2996773362	270	2^1*3^4*11^2*17^2*23^2
16442	2998219536	225	2^4*3^8*13^4
16443	2998476800	210	2^13*5^2*11^4
16444	2998714368	270	2^14*3^1*13^2*19^2
16445	2998744416	216	2^5*3^11*23^2
16446	3000421875	126	3^1*5^6*11^2*23^2
16447	3000791040	468	2^12*3^1*5^1*13^2*17^2
16448	3001556250	540	2^1*3^4*5^5*7^2*11^2
16449	3002595840	300	2^9*3^2*5^1*19^4
16450	3004136100	567	2^2*3^6*5^2*7^2*29^2
16451	3004675200	648	2^7*3^2*5^2*17^2*19^2
16452	3005927148	270	2^2*3^1*7^4*17^2*19^2
16453	3006309735	180	3^5*5^1*11^4*13^2
16454	3006756000	360	2^5*3^2*5^3*17^4
16455	3007449640	216	2^3*5^1*13^2*23^2*29^2
16456	3008008815	100	3^1*5^1*7^4*17^4
16457	3008586672	540	2^4*3^3*7^2*13^2*29^2
16458	3009156723	90	3^9*17^2*23^2
16459	3010560000	480	2^15*3^1*5^4*7^2
16460	3010867200	702	2^12*3^5*5^2*11^2
16461	3010936384	49	2^6*19^6
16462	3010983360	756	2^6*3^1*5^1*7^2*11^2*23^2
16463	3011814400	231	2^10*5^2*7^6
16464	3012121728	600	2^7*3^4*7^4*11^2
16465	3013959375	180	3^9*5^5*7^2
16466	3015108100	135	2^2*5^2*17^4*19^2
16467	3015327744	405	2^14*3^2*11^2*13^2
16468	3016755625	35	5^4*13^6
16469	3017283750	360	2^1*3^3*5^4*13^2*23^2
16470	3021321600	864	2^7*3^3*5^2*11^2*17^2
16471	3021753800	180	2^3*5^2*13^4*23^2
16472	3022282800	300	2^4*3^3*5^2*23^4
16473	3022580484	405	2^2*3^2*7^4*11^2*17^2
16474	3022896240	600	2^4*3^3*5^1*7^2*13^4
16475	3023308800	396	2^11*3^10*5^2
16476	3023425440	756	2^5*3^6*5^1*7^2*23^2
16477	3024568512	350	2^6*3^9*7^4
16478	3025000000	189	2^6*5^8*11^2
16479	3025797632	270	2^9*11^2*13^2*17^2
16480	3026760256	105	2^6*13^2*23^4
16481	3027600000	432	2^7*3^2*5^5*29^2
16482	3027617472	210	2^6*3^1*11^2*19^4
16483	3027787776	336	2^13*3^7*13^2
16484	3028287488	72	2^23*19^2
16485	3028861500	360	2^2*3^1*5^3*7^4*29^2
16486	3029714160	540	2^4*3^1*5^1*11^2*17^2*19^2
16487	3030384640	132	2^21*5^1*17^2
16488	3031053025	135	5^2*7^2*11^4*13^2
16489	3031293174	180	2^1*3^1*7^2*13^4*19^2
16490	3031812300	270	2^2*3^1*5^2*11^2*17^4
16491	3031823844	405	2^2*3^4*7^2*19^2*23^2
16492	3033806400	567	2^6*3^8*5^2*17^2
16493	3035070486	240	2^1*3^7*7^4*17^2
16494	3035957760	500	2^9*3^4*5^1*11^4
16495	3036010000	225	2^4*5^4*19^2*29^2
16496	3036074888	180	2^3*7^2*11^4*23^2
16497	3037500000	324	2^5*3^5*5^8
16498	3038257152	378	2^13*3^2*7^2*29^2
16499	3038300928	486	2^8*3^5*13^2*17^2
16500	3038765625	175	3^4*5^6*7^4
16501	3040128288	210	2^5*3^6*19^4
16502	3042000000	504	2^7*3^2*5^6*13^2
16503	3042233640	504	2^3*3^6*5^1*17^2*19^2
16504	3043267500	450	2^2*3^1*5^4*7^4*13^2
16505	3044340450	210	2^1*3^6*5^2*17^4
16506	3044390976	315	2^6*3^2*11^4*19^2
16507	3045064704	144	2^23*3^1*11^2
16508	3045937500	288	2^2*3^3*5^7*19^2
16509	3047040000	495	2^10*3^2*5^4*23^2
16510	3047468490	180	2^1*3^2*5^1*11^2*23^4
16511	3048046875	108	3^3*5^8*17^2
16512	3048087042	270	2^1*3^2*7^2*11^2*13^4
16513	3048309600	540	2^5*3^1*5^2*7^4*23^2
16514	3048503040	540	2^8*3^9*5^1*11^2
16515	3048620652	486	2^2*3^5*7^2*11^2*23^2
16516	3048806656	243	2^8*7^2*17^2*29^2
16517	3048850584	240	2^3*3^3*13^2*17^4
16518	3049579729	27	7^8*23^2
16519	3050684289	75	3^4*17^2*19^4
16520	3052562500	189	2^2*5^6*13^2*17^2
16521	3052707840	756	2^13*3^2*5^1*7^2*13^2
16522	3052830000	450	2^4*3^1*5^4*11^2*29^2
16523	3054961778	90	2^1*11^4*17^2*19^2
16524	3055504000	288	2^7*5^3*19^2*23^2
16525	3056659200	972	2^8*3^3*5^2*7^2*19^2
16526	3056971104	432	2^5*3^7*11^2*19^2
16527	3057620000	270	2^5*5^4*17^2*23^2
16528	3057647616	161	2^22*3^6
16529	3057932808	252	2^3*3^2*7^6*19^2
16530	3058776000	1008	2^6*3^3*5^3*7^2*17^2
16531	3060050490	252	2^1*3^2*5^1*7^6*17^2
16532	3060061335	80	3^7*5^1*23^4
16533	3060682443	120	3^7*7^2*13^4
16534	3061100160	240	2^7*3^14*5^1
16535	3061187584	297	2^10*7^2*13^2*19^2
16536	3061218258	198	2^1*3^10*7^2*23^2
16537	3061257408	196	2^6*3^3*11^6
16538	3062500000	180	2^5*5^9*7^2
16539	3063941292	90	2^2*3^1*19^2*29^4
16540	3065445000	420	2^3*3^6*5^4*29^2
16541	3066063135	60	3^1*5^1*17^2*29^4
16542	3067272600	648	2^3*3^1*5^2*7^2*17^2*19^2
16543	3067350000	540	2^4*3^1*5^5*11^2*13^2
16544	3067585587	162	3^5*11^2*17^2*19^2
16545	3068264448	270	2^17*3^4*17^2
16546	3069603216	195	2^4*3^12*19^2
16547	3069986400	648	2^5*3^3*5^2*13^2*29^2
16548	3071265561	135	3^2*7^4*13^2*29^2
16549	3071886774	84	2^1*3^1*11^6*17^2
16550	3072000000	238	2^16*3^1*5^6
16551	3073280000	300	2^11*5^4*7^4
16552	3073593600	1215	2^8*3^4*5^2*7^2*11^2
16553	3073907232	270	2^5*3^8*11^4
16554	3074534528	120	2^7*13^4*29^2
16555	3074874264	336	2^3*3^3*7^6*11^2
16556	3075072768	324	2^8*3^3*23^2*29^2
16557	3078147072	594	2^10*3^1*7^2*11^2*13^2
16558	3078270250	120	2^1*5^3*11^4*29^2
16559	3078514140	324	2^2*3^1*5^1*13^2*19^2*29^2
16560	3078918144	195	2^12*3^2*17^4
16561	3080025000	504	2^3*3^6*5^5*13^2
16562	3080646075	162	3^1*5^2*13^2*17^2*29^2
16563	3080916036	135	2^2*3^2*11^2*29^4
16564	3082131360	972	2^5*3^2*5^1*7^2*11^2*19^2
16565	3082813440	276	2^22*3^1*5^1*7^2
16566	3084265800	972	2^3*3^2*5^2*7^2*11^2*17^2
16567	3084580521	105	3^6*11^4*17^2
16568	3085247025	135	3^2*5^2*7^2*23^4
16569	3085750104	216	2^3*3^1*17^2*23^2*29^2
16570	3086294400	720	2^7*3^9*5^2*7^2
16571	3086609328	210	2^4*3^13*11^2
16572	3087580356	189	2^2*3^8*7^6
16573	3088580625	225	3^4*5^4*13^2*19^2
16574	3089157760	112	2^7*5^1*13^6
16575	3089608832	56	2^7*17^6
16576	3089698560	648	2^8*3^3*5^1*13^2*23^2
16577	3090692836	135	2^2*7^2*11^2*19^4
16578	3090866688	630	2^9*3^6*7^2*13^2
16579	3090990375	216	3^5*5^3*11^2*29^2
16580	3092911250	150	2^1*5^4*11^4*13^2
16581	3093156300	270	2^2*3^1*5^2*13^4*19^2
16582	3093647094	80	2^1*3^7*29^4
16583	3093697800	540	2^3*3^4*5^2*19^2*23^2
16584	3094867440	720	2^4*3^7*5^1*7^2*19^2
16585	3095298375	120	3^1*5^3*13^4*17^2
16586	3095840250	360	2^1*3^4*5^3*17^2*23^2
16587	3097010700	648	2^2*3^7*5^2*7^2*17^2
16588	3097600000	252	2^13*5^5*11^2
16589	3098035600	225	2^4*5^2*11^4*23^2
16590	3098281056	324	2^5*3^1*13^2*19^2*23^2
16591	3099363912	76	2^3*3^18
16592	3099609375	60	3^1*5^9*23^2
16593	3100262400	405	2^14*3^2*5^2*29^2
16594	3100781250	270	2^1*3^4*5^8*7^2
16595	3101554176	300	2^9*3^1*7^4*29^2
16596	3101598864	675	2^4*3^4*7^2*13^2*17^2
16597	3103464294	180	2^1*3^5*7^2*19^4
16598	3105375000	504	2^3*3^1*5^6*7^2*13^2
16599	3105691875	270	3^5*5^4*11^2*13^2
16600	3107815788	270	2^2*3^1*7^2*11^4*19^2
16601	3108503552	180	2^19*7^2*11^2
16602	3108874240	216	2^11*5^1*19^2*29^2
16603	3109968015	180	3^1*5^1*7^2*11^4*17^2
16604	3110292900	405	2^2*3^2*5^2*11^2*13^4
16605	3110400000	468	2^12*3^5*5^5
16606	3110520000	630	2^6*3^1*5^4*7^2*23^2
16607	3110837400	648	2^3*3^5*5^2*11^2*23^2
16608	3111027200	270	2^9*5^2*17^2*29^2
16609	3111696000	800	2^7*3^4*5^3*7^4
16610	3111816050	126	2^1*5^2*7^6*23^2
16611	3112992540	216	2^2*3^3*5^1*7^8
16612	3115446048	486	2^5*3^2*11^2*13^2*23^2
16613	3116430625	135	5^4*7^2*11^2*29^2
16614	3119040000	600	2^9*3^3*5^4*19^2
16615	3119109210	180	2^1*3^2*5^1*7^2*29^4
16616	3119478615	216	3^3*5^1*11^2*19^2*23^2
16617	3120168960	324	2^17*3^2*5^1*23^2
16618	3120339600	675	2^4*3^2*5^2*7^4*19^2
16619	3120658002	378	2^1*3^6*7^2*11^2*19^2
16620	3121348608	342	2^18*3^5*7^2
16621	3123145350	240	2^1*3^7*5^2*13^4
16622	3123660800	324	2^11*5^2*13^2*19^2
16623	3123692100	297	2^2*3^10*5^2*23^2
16624	3125033604	189	2^2*3^2*7^2*11^6
16625	3125824000	360	2^9*5^3*13^2*17^2
16626	3126263569	81	11^2*13^2*17^2*23^2
16627	3127704000	280	2^6*3^1*5^3*19^4
16628	3127772232	140	2^3*3^4*13^6
16629	3128319792	360	2^4*3^7*13^2*23^2
16630	3128836096	135	2^14*19^2*23^2
16631	3129007210	100	2^1*5^1*7^4*19^4
16632	3129870000	450	2^4*3^1*5^4*17^2*19^2
16633	3132037500	180	2^2*3^1*5^5*17^4
16634	3132186624	504	2^13*3^3*7^2*17^2
16635	3133553283	108	3^11*7^2*19^2
16636	3133944450	486	2^1*3^2*5^2*7^2*13^2*29^2
16637	3136000000	273	2^12*5^6*7^2
16638	3136320000	750	2^9*3^4*5^4*11^2
16639	3136441000	432	2^3*5^3*7^2*11^2*23^2
16640	3137626800	900	2^4*3^3*5^2*7^4*11^2
16641	3137946966	240	2^1*3^7*7^2*11^4
16642	3139136784	405	2^4*3^2*7^2*23^2*29^2
16643	3140966400	648	2^11*3^1*5^2*11^2*13^2
16644	3142275136	315	2^6*7^4*11^2*13^2
16645	3143062272	270	2^8*3^1*7^2*17^4
16646	3146170368	270	2^14*3^1*11^2*23^2
16647	3147210000	675	2^4*3^2*5^4*11^2*17^2
16648	3147735168	360	2^7*3^4*19^2*29^2
16649	3148211250	150	2^1*3^2*5^4*23^4
16650	3148850250	360	2^1*3^2*5^3*7^2*13^4
16651	3149280000	450	2^8*3^9*5^4
16652	3149401500	648	2^2*3^5*5^3*7^2*23^2
16653	3149915040	540	2^5*3^4*5^1*17^2*29^2
16654	3150592200	540	2^3*3^8*5^2*7^4
16655	3150913689	117	3^12*7^2*11^2
16656	3152148736	135	2^8*11^4*29^2
16657	3153750000	240	2^4*3^1*5^7*29^2
16658	3153768200	180	2^3*5^2*11^2*19^4
16659	3153945600	693	2^10*3^6*5^2*13^2
16660	3155259744	540	2^5*3^5*7^4*13^2
16661	3155952250	216	2^1*5^3*11^2*17^2*19^2
16662	3158618112	260	2^12*3^3*13^4
16663	3158664804	243	2^2*3^2*17^2*19^2*29^2
16664	3159171072	294	2^13*3^6*23^2
16665	3160215000	480	2^3*3^7*5^4*17^2
16666	3162456000	560	2^6*3^3*5^3*11^4
16667	3162706560	720	2^7*3^4*5^1*13^2*19^2
16668	3162828578	162	2^1*7^2*13^2*19^2*23^2
16669	3163773690	300	2^1*3^2*5^1*7^4*11^4
16670	3164062500	165	2^2*3^4*5^10
16671	3164851200	594	2^10*3^1*5^2*7^2*29^2
16672	3164896800	810	2^5*3^4*5^2*13^2*17^2
16673	3165174144	432	2^7*3^5*11^2*29^2
16674	3166169888	126	2^5*7^6*29^2
16675	3166215507	180	3^3*7^4*13^2*17^2
16676	3166800300	270	2^2*3^5*5^2*19^4
16677	3168750000	270	2^4*3^1*5^8*13^2
16678	3168993375	216	3^5*5^3*17^2*19^2
16679	3169585536	240	2^7*3^1*13^4*17^2
16680	3170140416	405	2^8*3^4*17^2*23^2
16681	3171240600	360	2^3*3^1*5^2*11^4*19^2
16682	3171491856	225	2^4*3^2*13^2*19^4
16683	3171942400	189	2^20*5^2*11^2
16684	3174000000	336	2^7*3^1*5^6*23^2
16685	3175322500	225	2^2*5^4*7^4*23^2
16686	3175524000	648	2^5*3^8*5^3*11^2
16687	3175886025	135	3^2*5^2*13^2*17^4
16688	3176164332	324	2^2*3^3*11^2*17^2*29^2
16689	3176847135	240	3^7*5^1*7^4*11^2
16690	3178253376	231	2^6*3^10*29^2
16691	3179904000	792	2^10*3^1*5^3*7^2*13^2
16692	3180031250	126	2^1*5^6*11^2*29^2
16693	3180351174	324	2^1*3^1*7^2*11^2*13^2*23^2
16694	3181147848	180	2^3*3^2*17^4*23^2
16695	3181228960	252	2^5*5^1*7^6*13^2
16696	3184020000	810	2^5*3^2*5^4*7^2*19^2
16697	3184344900	567	2^2*3^6*5^2*11^2*19^2
16698	3185049600	360	2^19*3^5*5^2
16699	3185346675	126	3^1*5^2*7^6*19^2
16700	3186225000	648	2^3*3^2*5^5*7^2*17^2
16701	3186376704	375	2^14*3^4*7^4
16702	3188646000	280	2^4*3^13*5^3
16703	3188809800	252	2^3*3^2*5^2*11^6
16704	3189062448	540	2^4*3^3*11^2*13^2*19^2
16705	3189288978	162	2^1*3^8*17^2*29^2
16706	3189768192	198	2^21*3^2*13^2
16707	3191224960	432	2^7*5^1*7^2*11^2*29^2
16708	3191270940	648	2^2*3^3*5^1*11^2*13^2*17^2
16709	3193171875	126	3^5*5^6*29^2
16710	3193493121	189	3^6*7^2*13^2*23^2
16711	3193896960	408	2^16*3^3*5^1*19^2
16712	3195075625	135	5^4*7^2*17^2*19^2
16713	3195156250	144	2^1*5^7*11^2*13^2
16714	3196108800	540	2^14*3^3*5^2*17^2
16715	3197440512	450	2^9*3^2*7^4*17^2
16716	3197503350	216	2^1*3^11*5^2*19^2
16717	3197902500	405	2^2*3^2*5^4*13^2*29^2
16718	3200000000	126	2^13*5^8
16719	3200843776	153	2^16*13^2*17^2
16720	3201660000	1080	2^5*3^3*5^4*7^2*11^2
16721	3201986700	360	2^2*3^7*5^2*11^4
16722	3202240392	324	2^3*3^8*13^2*19^2
16723	3202768896	140	2^13*3^1*19^4
16724	3202994025	189	3^2*5^2*7^6*11^2
16725	3203200800	486	2^5*3^2*5^2*23^2*29^2
16726	3204411840	756	2^6*3^5*5^1*7^2*29^2
16727	3204458010	324	2^1*3^8*5^1*13^2*17^2
16728	3204535467	90	3^1*7^4*23^2*29^2
16729	3206403200	648	2^7*5^2*7^2*11^2*13^2
16730	3206730384	375	2^4*3^4*11^4*13^2
16731	3207206400	300	2^9*3^1*5^2*17^4
16732	3208359375	144	3^5*5^7*13^2
16733	3208542736	125	2^4*7^4*17^4
16734	3210553500	648	2^2*3^1*5^3*7^2*11^2*19^2
16735	3211264000	240	2^19*5^3*7^2
16736	3211715584	297	2^10*7^2*11^2*23^2
16737	3212776875	270	3^1*5^4*7^2*11^2*17^2
16738	3213312984	432	2^3*3^3*7^2*19^2*29^2
16739	3214323025	81	5^2*17^2*23^2*29^2
16740	3214890000	675	2^4*3^8*5^4*7^2
16741	3215218050	234	2^1*3^12*5^2*11^2
16742	3215383215	36	3^1*5^1*11^8
16743	3218436000	648	2^5*3^2*5^3*13^2*23^2
16744	3219652800	1134	2^6*3^5*5^2*7^2*13^2
16745	3219777015	180	3^1*5^1*7^4*13^2*23^2
16746	3219981336	360	2^3*3^9*11^2*13^2
16747	3220512768	378	2^13*3^2*11^2*19^2
16748	3220994322	210	2^1*3^4*7^6*13^2
16749	3221225472	62	2^30*3^1
16750	3222601875	180	3^3*5^4*19^2*23^2
16751	3222743040	648	2^11*3^2*5^1*11^2*17^2
16752	3223820250	504	2^1*3^6*5^3*7^2*19^2
16753	3224422656	405	2^8*3^2*7^2*13^4
16754	3224987136	540	2^9*3^5*7^2*23^2
16755	3227323203	60	3^3*13^2*29^4
16756	3227376100	243	2^2*5^2*13^2*19^2*23^2
16757	3228504075	54	3^17*5^2
16758	3229440000	360	2^11*3^1*5^4*29^2
16759	3229894140	324	2^2*3^1*5^1*11^2*23^2*29^2
16760	3230785600	315	2^6*5^2*7^4*29^2
16761	3230832150	648	2^1*3^3*5^2*7^2*13^2*17^2
16762	3231115272	540	2^3*3^4*7^2*11^2*29^2
16763	3231695104	243	2^8*11^2*17^2*19^2
16764	3232723232	90	2^5*19^2*23^4
16765	3233287044	135	2^2*3^14*13^2
16766	3233820672	312	2^12*3^7*19^2
16767	3234765625	81	5^8*7^2*13^2
16768	3234961960	120	2^3*5^1*17^2*23^4
16769	3235618568	180	2^3*7^2*13^4*17^2
16770	3236060160	528	2^10*3^7*5^1*17^2
16771	3236185008	540	2^4*3^3*7^2*17^2*23^2
16772	3237564603	90	3^1*7^2*13^2*19^4
16773	3238354944	280	2^13*3^3*11^4
16774	3240000000	400	2^9*3^4*5^7
16775	3240125000	252	2^3*5^6*7^2*23^2
16776	3240455625	225	3^4*5^4*11^2*23^2
16777	3241350000	600	2^4*3^3*5^5*7^4
16778	3242673135	120	3^3*5^1*13^4*29^2
16779	3243240810	252	2^1*3^6*5^1*23^2*29^2
16780	3244466988	270	2^2*3^9*7^2*29^2
16781	3245049216	432	2^7*3^5*17^2*19^2
16782	3245256300	486	2^2*3^1*5^2*11^2*13^2*23^2
16783	3246483240	1080	2^3*3^4*5^1*7^2*11^2*13^2
16784	3249000000	441	2^6*3^2*5^6*19^2
16785	3249599232	270	2^8*3^1*11^4*17^2
16786	3250176000	360	2^14*3^1*5^3*23^2
16787	3250353750	300	2^1*3^1*5^4*7^4*19^2
16788	3250633056	180	2^5*3^1*11^2*23^4
16789	3251404800	720	2^15*3^4*5^2*7^2
16790	3251530240	300	2^9*5^1*7^4*23^2
16791	3251736576	351	2^12*3^8*11^2
16792	3252759552	308	2^10*3^3*7^6
16793	3255501249	243	3^2*7^2*11^2*13^2*19^2
16794	3256221696	324	2^17*3^1*7^2*13^2
16795	3256316748	180	2^2*3^3*17^4*19^2
16796	3258025000	120	2^3*5^5*19^4
16797	3258096075	84	3^3*5^2*13^6
16798	3258571815	56	3^3*5^1*17^6
16799	3258666450	378	2^1*3^6*5^2*13^2*23^2
16800	3259150848	150	2^9*3^2*29^4
16801	3259898460	540	2^2*3^9*5^1*7^2*13^2
16802	3260281250	126	2^1*5^6*17^2*19^2
16803	3262694400	891	2^10*3^2*5^2*7^2*17^2
16804	3262922884	27	2^2*13^8
16805	3263027328	504	2^7*3^6*11^2*17^2
16806	3263494104	240	2^3*3^3*13^4*23^2
16807	3264053856	252	2^5*3^1*7^6*17^2
16808	3264065424	175	2^4*3^6*23^4
16809	3265173504	168	2^11*3^13
16810	3267000000	588	2^6*3^3*5^6*11^2
16811	3268361250	450	2^1*3^2*5^4*7^4*11^2
16812	3269493248	150	2^9*7^2*19^4
16813	3269934150	324	2^1*3^1*5^2*7^2*23^2*29^2
16814	3270467344	75	2^4*17^2*29^4
16815	3271757440	432	2^7*5^1*7^2*17^2*19^2
16816	3271840000	405	2^8*5^4*11^2*13^2
16817	3273537267	180	3^3*7^2*11^4*13^2
16818	3274023200	270	2^5*5^2*7^2*17^4
16819	3274357284	225	2^2*3^4*11^2*17^4
16820	3274652160	540	2^9*3^2*5^1*13^2*29^2
16821	3276510912	252	2^6*3^11*17^2
16822	3277260800	324	2^11*5^2*11^2*23^2
16823	3278343750	252	2^1*3^1*5^6*11^2*17^2
16824	3278499840	936	2^12*3^3*5^1*7^2*11^2
16825	3278890800	540	2^4*3^3*5^2*19^2*29^2
16826	3280500000	378	2^5*3^8*5^6
16827	3281161500	432	2^2*3^3*5^3*17^2*29^2
16828	3281866875	200	3^7*5^4*7^4
16829	3283748416	189	2^6*13^2*19^2*29^2
16830	3285156250	60	2^1*5^9*29^2
16831	3285360000	720	2^7*3^5*5^4*13^2
16832	3286728900	675	2^2*3^4*5^2*7^4*13^2
16833	3287606784	540	2^9*3^1*7^2*11^2*19^2
16834	3287887686	100	2^1*3^9*17^4
16835	3288334336	81	2^26*7^2
16836	3290227200	450	2^9*3^2*5^2*13^4
16837	3290803200	594	2^10*3^5*5^2*23^2
16838	3290930160	300	2^4*3^1*5^1*7^2*23^4
16839	3291598128	250	2^4*3^1*7^4*13^4
16840	3291890625	147	3^6*5^6*17^2
16841	3292047360	648	2^11*3^8*5^1*7^2
16842	3292174368	450	2^5*3^4*7^4*23^2
16843	3294225000	360	2^3*3^2*5^5*11^4
16844	3294486000	720	2^4*3^3*5^3*13^2*19^2
16845	3295678464	351	2^12*3^2*13^2*23^2
16846	3296720000	360	2^7*5^4*7^2*29^2
16847	3296767500	540	2^2*3^3*5^4*13^2*17^2
16848	3297056400	675	2^4*3^4*5^2*11^2*29^2
16849	3300781250	66	2^1*5^10*13^2
16850	3301191936	567	2^8*3^6*7^2*19^2
16851	3301651600	225	2^4*5^2*13^4*17^2
16852	3301940928	378	2^6*3^1*11^2*13^2*29^2
16853	3302229600	648	2^5*3^3*5^2*17^2*23^2
16854	3303375625	75	5^4*11^4*19^2
16855	3303605529	135	3^2*7^4*17^2*23^2
16856	3303637350	180	2^1*3^1*5^2*13^2*19^4
16857	3305820672	450	2^9*3^2*7^2*11^4
16858	3306214890	324	2^1*3^2*5^1*11^2*19^2*29^2
16859	3306250000	135	2^4*5^8*23^2
16860	3306946560	228	2^18*3^1*5^1*29^2
16861	3307121792	216	2^7*13^2*17^2*23^2
16862	3307837500	432	2^2*3^7*5^5*11^2
16863	3309110832	150	2^4*3^1*19^4*23^2
16864	3310680600	360	2^3*3^9*5^2*29^2
16865	3311402460	324	2^2*3^1*5^1*17^2*19^2*23^2
16866	3312400000	432	2^7*5^5*7^2*13^2
16867	3312654408	540	2^3*3^4*7^2*17^2*19^2
16868	3313695675	90	3^1*5^2*17^4*23^2
16869	3314948490	300	2^1*3^4*5^1*7^2*17^4
16870	3315585312	378	2^5*3^6*13^2*29^2
16871	3316687500	378	2^2*3^1*5^6*7^2*19^2
16872	3317299216	225	2^4*7^2*11^4*17^2
16873	3317645760	420	2^6*3^1*5^1*11^2*13^4
16874	3317760000	425	2^16*3^4*5^4
16875	3318226560	720	2^7*3^4*5^1*11^2*23^2
16876	3318354578	90	2^1*7^2*11^2*23^4
16877	3318984375	144	3^1*5^7*7^2*17^2
16878	3319142400	720	2^11*3^3*5^2*7^4
16879	3319481088	648	2^8*3^7*7^2*11^2
16880	3319876935	144	3^7*5^1*19^2*29^2
16881	3320525376	189	2^6*3^2*7^8
16882	3321506250	156	2^1*3^12*5^5
16883	3321676875	70	3^1*5^4*11^6
16884	3321940050	486	2^1*3^2*5^2*11^2*13^2*19^2
