id	n	tau	factorization
16885	3322675200	342	2^18*3^1*5^2*13^2
16886	3324059648	210	2^13*7^4*13^2
16887	3326976000	504	2^13*3^2*5^3*19^2
16888	3327049824	180	2^5*3^1*7^2*29^4
16889	3327097761	135	3^4*13^2*17^2*29^2
16890	3327443856	405	2^4*3^2*11^2*19^2*23^2
16891	3328180224	132	2^21*3^1*23^2
16892	3328362240	540	2^8*3^1*5^1*7^4*19^2
16893	3329280000	540	2^11*3^2*5^4*17^2
16894	3330667200	630	2^6*3^1*5^2*7^4*17^2
16895	3331007064	648	2^3*3^5*7^2*11^2*17^2
16896	3331355040	420	2^5*3^6*5^1*13^4
16897	3331938240	420	2^6*3^9*5^1*23^2
16898	3332054978	54	2^1*7^8*17^2
16899	3332066787	90	3^5*7^2*23^4
16900	3333197952	312	2^7*3^12*7^2
16901	3334504448	144	2^15*11^2*29^2
16902	3335062500	567	2^2*3^2*5^6*7^2*11^2
16903	3335667075	216	3^7*5^2*13^2*19^2
16904	3336217600	165	2^10*5^2*19^4
16905	3336667500	270	2^2*3^1*5^4*23^2*29^2
16906	3337929000	720	2^3*3^4*5^3*7^2*29^2
16907	3340344150	360	2^1*3^3*5^2*11^4*13^2
16908	3340608804	225	2^2*3^4*13^4*19^2
16909	3340840000	175	2^6*5^4*17^4
16910	3341193624	288	2^3*3^7*19^2*23^2
16911	3344771556	297	2^2*3^10*7^2*17^2
16912	3345292808	100	2^3*11^4*13^4
16913	3345878448	300	2^4*3^3*11^4*23^2
16914	3347201025	243	3^2*5^2*7^2*19^2*29^2
16915	3348283392	270	2^14*3^5*29^2
16916	3348843750	336	2^1*3^7*5^6*7^2
16917	3350364160	288	2^15*5^1*11^2*13^2
16918	3352537500	324	2^2*3^1*5^5*13^2*23^2
16919	3353805000	900	2^3*3^4*5^4*7^2*13^2
16920	3354147225	243	3^8*5^2*11^2*13^2
16921	3354700800	594	2^10*3^1*5^2*11^2*19^2
16922	3355443200	84	2^27*5^2
16923	3356098592	270	2^5*7^4*11^2*19^2
16924	3357024000	648	2^8*3^1*5^3*11^2*17^2
16925	3358422760	360	2^3*5^1*7^4*11^2*17^2
16926	3358773600	540	2^5*3^1*5^2*7^2*13^4
16927	3359116332	270	2^2*3^5*11^2*13^4
16928	3359361600	945	2^6*3^4*5^2*7^2*23^2
16929	3359704392	324	2^3*3^8*11^2*23^2
16930	3359909376	360	2^9*3^3*17^2*29^2
16931	3360173089	35	7^6*13^4
16932	3360761334	168	2^1*3^3*7^6*23^2
16933	3364000000	189	2^8*5^6*29^2
16934	3364208640	540	2^14*3^5*5^1*13^2
16935	3364338432	486	2^8*3^1*7^2*13^2*23^2
16936	3365745075	324	3^3*5^2*7^2*11^2*29^2
16937	3367364841	45	3^2*23^2*29^4
16938	3368563200	630	2^9*3^6*5^2*19^2
16939	3368693160	648	2^3*3^2*5^1*7^2*19^2*23^2
16940	3369966768	450	2^4*3^5*7^4*19^2
16941	3370731364	243	2^2*7^2*11^2*13^2*29^2
16942	3370896000	672	2^7*3^6*5^3*17^2
16943	3371026050	486	2^1*3^2*5^2*7^2*17^2*23^2
16944	3371575728	150	2^4*3^1*17^4*29^2
16945	3372300540	540	2^2*3^5*5^1*7^4*17^2
16946	3372996978	110	2^1*3^10*13^4
16947	3373286400	495	2^10*3^2*5^2*11^4
16948	3373553664	432	2^11*3^3*13^2*19^2
16949	3373587468	126	2^2*3^13*23^2
16950	3374691936	300	2^5*3^1*7^4*11^4
16951	3375000000	280	2^6*3^3*5^9
16952	3376406250	240	2^1*3^2*5^7*7^4
16953	3378050641	45	7^2*19^4*23^2
16954	3380259600	675	2^4*3^4*5^2*17^2*19^2
16955	3381753375	432	3^3*5^3*7^2*11^2*13^2
16956	3382656640	240	2^7*5^1*11^4*19^2
16957	3384375000	216	2^3*3^1*5^8*19^2
16958	3384660006	324	2^1*3^5*7^2*13^2*29^2
16959	3384999200	270	2^5*5^2*11^4*17^2
16960	3385267392	378	2^6*3^1*13^2*17^2*19^2
16961	3385600000	216	2^11*5^5*23^2
16962	3386076100	135	2^2*5^2*11^2*23^4
16963	3386880000	780	2^12*3^3*5^4*7^2
16964	3387225600	720	2^9*3^7*5^2*11^2
16965	3387303432	84	2^3*3^2*19^6
16966	3387611760	300	2^4*3^1*5^1*13^2*17^4
16967	3388291200	504	2^7*3^2*5^2*7^6
16968	3388636944	525	2^4*3^6*7^4*11^2
16969	3389649210	180	2^1*3^2*5^1*17^2*19^4
16970	3389702988	66	2^2*3^1*7^10
16971	3391897600	405	2^14*5^2*7^2*13^2
16972	3392243712	540	2^11*3^4*11^2*13^2
16973	3394948800	210	2^6*3^1*5^2*29^4
16974	3396363362	50	2^1*7^4*29^4
16975	3396634560	756	2^6*3^5*5^1*11^2*19^2
16976	3396765603	162	3^1*7^2*11^2*19^2*23^2
16977	3397386240	240	2^23*3^4*5^1
16978	3397517312	162	2^17*7^2*23^2
16979	3398640000	720	2^7*3^1*5^4*7^2*17^2
16980	3398986800	810	2^4*3^5*5^2*11^2*17^2
16981	3399473025	135	3^2*5^2*13^4*23^2
16982	3400056100	189	2^2*5^2*7^6*17^2
16983	3400068150	180	2^1*3^5*5^2*23^4
16984	3401222400	351	2^8*3^12*5^2
16985	3402639576	240	2^3*3^11*7^4
16986	3403125000	324	2^3*3^2*5^8*11^2
16987	3404022336	567	2^6*3^2*11^2*13^2*17^2
16988	3405105288	180	2^3*3^2*13^2*23^4
16989	3406069656	240	2^3*3^3*11^2*19^4
16990	3406261248	330	2^10*3^9*13^2
16991	3406823424	189	2^20*3^2*19^2
16992	3410670240	396	2^5*3^10*5^1*19^2
16993	3411096000	504	2^6*3^1*5^3*13^2*29^2
16994	3412517290	180	2^1*5^1*7^4*13^2*29^2
16995	3413032200	396	2^3*3^10*5^2*17^2
16996	3415104000	1080	2^9*3^2*5^3*7^2*11^2
16997	3415511250	270	2^1*3^2*5^4*19^2*29^2
16998	3415584249	135	3^2*7^2*11^4*23^2
16999	3415841858	90	2^1*11^2*13^2*17^4
17000	3416526960	420	2^4*3^1*5^1*7^6*11^2
17001	3417187500	216	2^2*3^7*5^8
17002	3418039296	495	2^10*3^4*7^2*29^2
17003	3418088544	432	2^5*3^7*13^2*17^2
17004	3418652672	144	2^15*17^2*19^2
17005	3420144324	135	2^2*3^8*19^4
17006	3421020160	140	2^13*5^1*17^4
17007	3422250000	525	2^4*3^4*5^6*13^2
17008	3423240040	120	2^3*5^1*11^2*29^4
17009	3424590400	567	2^6*5^2*7^2*11^2*19^2
17010	3424939848	300	2^3*3^4*11^4*19^2
17011	3425697792	252	2^20*3^3*11^2
17012	3427311690	300	2^1*3^4*5^1*11^4*17^2
17013	3427320000	350	2^6*3^1*5^4*13^4
17014	3427920000	600	2^7*3^4*5^4*23^2
17015	3428052250	120	2^1*5^3*7^2*23^4
17016	3428748050	150	2^1*5^2*7^4*13^4
17017	3429216000	864	2^8*3^7*5^3*7^2
17018	3429348300	540	2^2*3^3*5^2*7^4*23^2
17019	3429742096	45	2^4*11^8
17020	3429907488	486	2^5*3^2*7^2*17^2*29^2
17021	3429956907	90	3^5*13^2*17^4
17022	3430644840	392	2^3*3^6*5^1*7^6
17023	3431484375	80	3^1*5^7*11^4
17024	3431756250	324	2^1*3^2*5^5*13^2*19^2
17025	3432998400	540	2^9*3^1*5^2*13^2*23^2
17026	3434428816	225	2^4*7^4*13^2*23^2
17027	3434433750	360	2^1*3^3*5^4*11^2*29^2
17028	3437385660	180	2^2*3^5*5^1*29^4
17029	3437592576	288	2^15*3^1*11^2*17^2
17030	3438686208	130	2^12*3^1*23^4
17031	3438741600	972	2^5*3^5*5^2*7^2*19^2
17032	3439092492	270	2^2*3^9*11^2*19^2
17033	3439521800	324	2^3*5^2*11^2*13^2*29^2
17034	3439822500	405	2^2*3^2*5^4*17^2*23^2
17035	3439853568	180	2^19*3^8
17036	3440174409	105	3^4*7^6*19^2
17037	3441474135	180	3^9*5^1*11^2*17^2
17038	3441816889	45	7^2*17^4*29^2
17039	3443563200	630	2^6*3^1*5^2*7^2*11^4
17040	3443836032	648	2^7*3^2*7^2*13^2*19^2
17041	3443914584	168	2^3*3^5*11^6
17042	3444736000	192	2^15*5^3*29^2
17043	3444998018	70	2^1*7^6*11^4
17044	3445220416	189	2^6*11^2*23^2*29^2
17045	3446220960	972	2^5*3^2*5^1*7^2*13^2*17^2
17046	3446990450	90	2^1*5^2*19^4*23^2
17047	3448293660	360	2^2*3^3*5^1*7^2*19^4
17048	3448625625	135	3^8*5^4*29^2
17049	3450681675	324	3^3*5^2*7^2*17^2*19^2
17050	3451797504	315	2^14*3^6*17^2
17051	3453303618	90	2^1*3^14*19^2
17052	3453734700	486	2^2*3^5*5^2*13^2*29^2
17053	3455793796	243	2^2*7^2*13^2*17^2*19^2
17054	3455881000	240	2^3*5^3*11^2*13^4
17055	3456000000	392	2^13*3^3*5^6
17056	3456486000	720	2^4*3^3*5^3*11^2*23^2
17057	3457440000	675	2^8*3^2*5^4*7^4
17058	3457792800	1134	2^5*3^6*5^2*7^2*11^2
17059	3458145636	165	2^2*3^10*11^4
17060	3458851344	225	2^4*3^2*13^4*29^2
17061	3458880600	216	2^3*3^1*5^2*7^8
17062	3459233547	126	3^5*7^6*11^2
17063	3459456864	324	2^5*3^5*23^2*29^2
17064	3461120000	240	2^15*5^4*13^2
17065	3462915456	864	2^7*3^3*7^2*11^2*13^2
17066	3463782912	250	2^9*3^4*17^4
17067	3465600000	396	2^10*3^1*5^5*19^2
17068	3465676900	135	2^2*5^2*7^2*29^4
17069	3466087350	324	2^1*3^1*5^2*11^2*19^2*23^2
17070	3466854400	171	2^18*5^2*23^2
17071	3467044000	360	2^5*5^3*7^4*19^2
17072	3468000000	378	2^8*3^1*5^6*17^2
17073	3469445000	300	2^3*5^4*7^4*17^2
17074	3469799025	405	3^4*5^2*7^2*11^2*17^2
17075	3470161500	360	2^2*3^5*5^3*13^4
17076	3470769000	432	2^3*3^8*5^3*23^2
17077	3471468867	108	3^3*17^2*23^2*29^2
17078	3472081200	540	2^4*3^11*5^2*7^2
17079	3472259560	168	2^3*5^1*7^2*11^6
17080	3472435494	96	2^1*3^15*11^2
17081	3474939468	486	2^2*3^1*7^2*11^2*13^2*17^2
17082	3475809936	105	2^4*3^2*17^6
17083	3477009375	216	3^3*5^5*7^2*29^2
17084	3477225024	567	2^6*3^8*7^2*13^2
17085	3477798912	306	2^16*3^1*7^2*19^2
17086	3480207360	540	2^14*3^1*5^1*7^2*17^2
17087	3480410025	189	3^6*5^2*19^2*23^2
17088	3484956098	42	2^1*13^6*19^2
17089	3485290050	270	2^1*3^2*5^2*11^4*23^2
17090	3485566188	324	2^2*3^3*13^2*19^2*23^2
17091	3486607740	540	2^2*3^5*5^1*7^2*11^4
17092	3486784401	21	3^20
17093	3487795200	540	2^11*3^4*5^2*29^2
17094	3487929760	324	2^5*5^1*7^2*23^2*29^2
17095	3487980015	216	3^3*5^1*13^2*17^2*23^2
17096	3489248448	420	2^6*3^3*7^4*29^2
17097	3489298722	378	2^1*3^6*7^2*13^2*17^2
17098	3492962304	252	2^13*3^1*13^2*29^2
17099	3493546875	252	3^3*5^6*7^2*13^2
17100	3494480000	360	2^7*5^4*11^2*19^2
17101	3496900000	324	2^5*5^5*11^2*17^2
17102	3497066496	459	2^16*3^2*7^2*11^2
17103	3498722500	225	2^2*5^4*7^2*13^4
17104	3499335000	720	2^3*3^3*5^4*7^2*23^2
17105	3499692075	216	3^7*5^2*11^2*23^2
17106	3499905600	567	2^6*3^2*5^2*17^2*29^2
17107	3501015210	396	2^1*3^10*5^1*7^2*11^2
17108	3501363894	180	2^1*3^1*7^4*17^2*29^2
17109	3504263334	84	2^1*3^1*11^2*13^6
17110	3504384000	720	2^11*3^4*5^3*13^2
17111	3504519200	486	2^5*5^2*7^2*13^2*23^2
17112	3504876804	405	2^2*3^4*11^2*13^2*23^2
17113	3505844160	840	2^6*3^3*5^1*7^4*13^2
17114	3507198752	90	2^5*19^4*29^2
17115	3508920000	630	2^6*3^5*5^4*19^2
17116	3509055375	216	3^1*5^3*7^2*19^2*23^2
17117	3509209088	324	2^11*7^2*11^2*17^2
17118	3509627560	216	2^3*5^1*17^2*19^2*29^2
17119	3510325504	135	2^8*7^2*23^4
17120	3510382050	450	2^1*3^4*5^2*7^4*19^2
17121	3511350000	540	2^4*3^5*5^5*17^2
17122	3511517184	384	2^15*3^7*7^2
17123	3512058050	90	2^1*5^2*17^4*29^2
17124	3513840000	400	2^7*3^1*5^4*11^4
17125	3514118400	729	2^8*3^2*5^2*13^2*19^2
17126	3515304100	225	2^2*5^2*7^4*11^4
17127	3515482215	96	3^15*5^1*7^2
17128	3515582616	360	2^3*3^1*7^4*13^2*19^2
17129	3515625000	144	2^3*3^2*5^11
17130	3516860160	648	2^8*3^3*5^1*11^2*29^2
17131	3518743761	49	3^6*13^6
17132	3519359766	180	2^1*3^9*13^2*23^2
17133	3519940608	324	2^11*3^2*19^2*23^2
17134	3521103750	360	2^1*3^3*5^4*17^2*19^2
17135	3522378240	540	2^9*3^2*5^1*17^2*23^2
17136	3523709952	594	2^10*3^5*7^2*17^2
17137	3523879840	180	2^5*5^1*13^2*19^4
17138	3525390625	33	5^10*19^2
17139	3526320200	324	2^3*5^2*13^2*17^2*19^2
17140	3526629216	324	2^5*3^1*11^2*19^2*29^2
17141	3527409664	69	2^22*29^2
17142	3528000000	630	2^9*3^2*5^6*7^2
17143	3528360000	735	2^6*3^6*5^4*11^2
17144	3528441075	42	3^1*5^2*19^6
17145	3528762250	120	2^1*5^3*13^2*17^4
17146	3529470000	350	2^4*3^1*5^4*7^6
17147	3529830150	540	2^1*3^5*5^2*7^4*11^2
17148	3530194215	60	3^1*5^1*23^4*29^2
17149	3530910747	90	3^1*7^2*13^4*29^2
17150	3531392640	432	2^7*3^8*5^1*29^2
17151	3531528882	270	2^1*3^4*7^2*23^2*29^2
17152	3532162624	189	2^6*17^2*19^2*23^2
17153	3533587200	972	2^8*3^3*5^2*11^2*13^2
17154	3535059528	540	2^3*3^2*7^4*11^2*13^2
17155	3535945056	360	2^5*3^3*7^2*17^4
17156	3536405000	100	2^3*5^4*29^4
17157	3538161000	720	2^3*3^4*5^3*11^2*19^2
17158	3538822144	165	2^10*11^2*13^4
17159	3538944000	336	2^20*3^3*5^3
17160	3539441664	432	2^11*3^3*11^2*23^2
17161	3540250000	315	2^4*5^6*7^2*17^2
17162	3540418560	480	2^15*3^2*5^1*7^4
17163	3540611250	450	2^1*3^4*5^4*11^2*17^2
17164	3541202064	315	2^4*3^6*19^2*29^2
17165	3542940000	360	2^5*3^11*5^4
17166	3544416225	165	3^10*5^2*7^4
17167	3544921875	66	3^1*5^10*11^2
17168	3545856600	648	2^3*3^1*5^2*11^2*13^2*17^2
17169	3546167328	270	2^5*3^2*11^4*29^2
17170	3546984675	90	3^1*5^2*13^2*23^4
17171	3547704615	84	3^1*5^1*7^2*13^6
17172	3547989225	135	3^2*5^2*11^2*19^4
17173	3548188800	648	2^7*3^8*5^2*13^2
17174	3548222643	42	3^1*7^2*17^6
17175	3548325690	540	2^1*3^4*5^1*7^2*13^2*23^2
17176	3548774400	324	2^17*3^1*5^2*19^2
17177	3549667212	360	2^2*3^7*7^4*13^2
17178	3550253056	195	2^12*7^4*19^2
17179	3551731392	378	2^6*3^1*11^2*17^2*23^2
17180	3552781500	360	2^2*3^9*5^3*19^2
17181	3552861336	56	2^3*3^1*23^6
17182	3553225000	216	2^3*5^5*13^2*29^2
17183	3553445376	300	2^9*3^5*13^4
17184	3554067456	297	2^10*3^8*23^2
17185	3555241875	150	3^9*5^4*17^2
17186	3557400000	756	2^6*3^1*5^5*7^2*11^2
17187	3558480409	45	11^4*17^2*29^2
17188	3558882250	168	2^1*5^3*7^6*11^2
17189	3560457600	864	2^7*3^3*5^2*7^2*29^2
17190	3560508900	567	2^2*3^6*5^2*13^2*17^2
17191	3560820912	360	2^4*3^7*11^2*29^2
17192	3561941124	189	2^2*3^2*7^6*29^2
17193	3563033760	540	2^5*3^2*5^1*11^4*13^2
17194	3564843750	216	2^1*3^3*5^8*13^2
17195	3565732352	270	2^9*7^2*13^2*29^2
17196	3565783728	300	2^4*3^3*13^4*17^2
17197	3566407968	378	2^5*3^6*17^2*23^2
17198	3567645675	180	3^3*5^2*11^4*19^2
17199	3567928338	150	2^1*3^4*13^2*19^4
17200	3568435200	486	2^17*3^2*5^2*11^2
17201	3568939926	28	2^1*3^1*29^6
17202	3569922048	390	2^12*3^1*7^4*11^2
17203	3570125000	140	2^3*5^6*13^4
17204	3570347760	540	2^4*3^1*5^1*7^2*19^2*29^2
17205	3570750000	420	2^4*3^3*5^6*23^2
17206	3572100000	756	2^5*3^6*5^5*7^2
17207	3572820300	486	2^2*3^1*5^2*7^2*17^2*29^2
17208	3572931076	135	2^2*11^4*13^2*19^2
17209	3573588375	168	3^5*5^3*7^6
17210	3575535048	156	2^3*3^12*29^2
17211	3576040000	315	2^6*5^4*13^2*23^2
17212	3577757040	720	2^4*3^7*5^1*11^2*13^2
17213	3578791329	75	3^4*17^4*23^2
17214	3580825600	351	2^12*5^2*11^2*17^2
17215	3581964800	150	2^9*5^2*23^4
17216	3582022500	675	2^2*3^4*5^4*7^2*19^2
17217	3582691840	300	2^9*5^1*7^2*13^4
17218	3583180800	408	2^16*3^7*5^2
17219	3583319040	792	2^10*3^3*5^1*7^2*23^2
17220	3584673792	420	2^11*3^6*7^4
17221	3587045000	300	2^3*5^4*7^2*11^4
17222	3587329200	810	2^4*3^1*5^2*7^2*13^2*19^2
17223	3587411025	105	3^4*5^2*11^6
17224	3587695254	324	2^1*3^5*11^2*13^2*19^2
17225	3588489216	285	2^18*3^4*13^2
17226	3589813500	648	2^2*3^1*5^3*7^2*13^2*17^2
17227	3592541160	312	2^3*3^12*5^1*13^2
17228	3592725708	126	2^2*3^1*11^6*13^2
17229	3593272704	432	2^7*3^1*7^2*19^2*23^2
17230	3595622400	648	2^11*3^5*5^2*17^2
17231	3597120576	525	2^6*3^4*7^4*17^2
17232	3598172160	300	2^14*3^1*5^1*11^4
17233	3600000000	297	2^10*3^2*5^8
17234	3600100658	162	2^1*7^2*11^2*19^2*29^2
17235	3600506250	324	2^1*3^2*5^5*11^2*23^2
17236	3600949248	378	2^13*3^2*13^2*17^2
17237	3601500000	420	2^5*3^1*5^6*7^4
17238	3601867500	810	2^2*3^5*5^4*7^2*11^2
17239	3602520441	99	3^10*13^2*19^2
17240	3602970150	180	2^1*3^1*5^2*13^4*29^2
17241	3603000625	45	5^4*7^8
17242	3603115008	220	2^10*3^3*19^4
17243	3603600900	405	2^2*3^4*5^2*23^2*29^2
17244	3605610240	648	2^8*3^3*5^1*17^2*19^2
17245	3607203600	1215	2^4*3^2*5^2*7^2*11^2*13^2
17246	3607571682	210	2^1*3^6*11^4*13^2
17247	3608107200	420	2^6*3^3*5^2*17^4
17248	3608939568	270	2^4*3^1*13^2*23^2*29^2
17249	3609610578	150	2^1*3^2*7^4*17^4
17250	3610000000	192	2^7*5^7*19^2
17251	3612500000	162	2^5*5^8*17^2
17252	3613040640	588	2^13*3^6*5^1*11^2
17253	3613180032	648	2^7*3^2*7^2*11^2*23^2
17254	3613452544	135	2^8*13^2*17^4
17255	3614977107	162	3^5*7^2*19^2*29^2
17256	3615384375	144	3^7*5^5*23^2
17257	3615625824	180	2^5*3^1*17^2*19^4
17258	3616751250	330	2^1*3^10*5^4*7^2
17259	3617223610	324	2^1*5^1*7^2*11^2*13^2*19^2
17260	3620045814	180	2^1*3^1*7^2*11^4*29^2
17261	3620635350	84	2^1*3^1*5^2*17^6
17262	3622109400	864	2^3*3^7*5^2*7^2*13^2
17263	3622479003	108	3^11*11^2*13^2
17264	3622707200	378	2^13*5^2*7^2*19^2
17265	3623076864	495	2^10*3^4*11^2*19^2
17266	3623878656	112	2^27*3^3
17267	3625216000	432	2^11*5^3*7^2*17^2
17268	3625725796	243	2^2*7^2*11^2*17^2*23^2
17269	3626104560	300	2^4*3^1*5^1*13^4*23^2
17270	3626739360	300	2^5*3^4*5^1*23^4
17271	3627475488	450	2^5*3^4*7^2*13^4
17272	3627970560	312	2^12*3^11*5^1
17273	3628110528	504	2^6*3^7*7^2*23^2
17274	3628156928	84	2^11*11^6
17275	3632170815	324	3^5*5^1*7^2*13^2*19^2
17276	3633120000	540	2^8*3^3*5^4*29^2
17277	3634633800	540	2^3*3^2*5^2*7^4*29^2
17278	3635004681	189	3^6*7^2*11^2*29^2
17279	3635656992	486	2^5*3^2*11^2*17^2*19^2
17280	3636461568	138	2^22*3^1*17^2
17281	3636813636	135	2^2*3^2*19^2*23^4
17282	3638048256	300	2^9*3^9*19^2
17283	3638174760	360	2^3*3^2*5^1*11^2*17^4
17284	3638502400	297	2^10*5^2*13^2*29^2
17285	3640070889	135	3^2*7^2*13^4*17^2
17286	3640708134	324	2^1*3^5*7^2*17^2*23^2
17287	3642777600	756	2^13*3^1*5^2*7^2*11^2
17288	3643149312	330	2^10*3^5*11^4
17289	3644295424	189	2^8*7^6*11^2
17290	3644530688	126	2^13*23^2*29^2
17291	3645140625	189	3^2*5^6*7^2*23^2
17292	3645735000	360	2^3*3^1*5^4*17^2*29^2
17293	3648280801	45	11^2*17^4*19^2
17294	3650400000	648	2^8*3^3*5^5*13^2
17295	3650680368	360	2^4*3^7*17^2*19^2
17296	3651921000	720	2^3*3^2*5^3*7^4*13^2
17297	3653208540	240	2^2*3^7*5^1*17^4
17298	3655125000	420	2^3*3^4*5^6*19^2
17299	3655799136	360	2^5*3^3*11^4*17^2
17300	3656322098	90	2^1*11^2*13^4*23^2
17301	3656962188	180	2^2*3^3*11^2*23^4
17302	3657656250	240	2^1*3^4*5^7*17^2
17303	3657830400	819	2^12*3^6*5^2*7^2
17304	3658203648	330	2^9*3^10*11^2
17305	3659354496	336	2^7*3^5*7^6
17306	3660250000	175	2^4*5^6*11^4
17307	3660540000	540	2^5*3^1*5^4*13^2*19^2
17308	3661864960	252	2^13*5^1*13^2*23^2
17309	3662065225	135	5^2*7^4*13^2*19^2
17310	3662109375	28	3^1*5^13
17311	3663249408	540	2^14*3^3*7^2*13^2
17312	3663396000	648	2^5*3^2*5^3*11^2*29^2
17313	3664922415	180	3^1*5^1*7^4*11^2*29^2
17314	3666544704	175	2^6*3^4*29^4
17315	3666604800	486	2^8*3^1*5^2*19^2*23^2
17316	3667991040	900	2^9*3^4*5^1*7^2*19^2
17317	3668132552	180	2^3*7^4*19^2*23^2
17318	3668492883	50	3^1*11^4*17^4
17319	3669144000	504	2^6*3^1*5^3*17^2*23^2
17320	3670531200	1080	2^7*3^4*5^2*7^2*17^2
17321	3670672810	180	2^1*5^1*7^4*17^2*23^2
17322	3670905744	405	2^4*3^8*11^2*17^2
17323	3671430867	90	3^5*13^4*23^2
17324	3672060588	252	2^2*3^3*7^6*17^2
17325	3672073602	90	2^1*3^8*23^4
17326	3673320192	144	2^8*3^15
17327	3673572100	243	2^2*5^2*11^2*19^2*29^2
17328	3675000000	378	2^6*3^1*5^8*7^2
17329	3675375000	504	2^3*3^5*5^6*11^2
17330	3675969024	540	2^9*3^1*7^2*13^2*17^2
17331	3676531250	98	2^1*5^6*7^6
17332	3678179904	315	2^6*3^2*7^2*19^4
17333	3678534000	480	2^4*3^7*5^3*29^2
17334	3679275762	90	2^1*3^2*17^2*29^4
17335	3680820000	810	2^5*3^2*5^4*11^2*13^2
17336	3682353675	270	3^1*5^2*7^4*11^2*13^2
17337	3683276100	405	2^2*3^2*5^2*7^2*17^4
17338	3684125809	81	7^2*13^2*23^2*29^2
17339	3685584375	216	3^3*5^5*11^2*19^2
17340	3686074776	168	2^3*3^13*17^2
17341	3686400000	324	2^17*3^2*5^5
17342	3686918400	729	2^8*3^2*5^2*11^2*23^2
17343	3687936000	520	2^12*3^1*5^3*7^4
17344	3688454616	360	2^3*3^1*7^4*11^2*23^2
17345	3688752150	324	2^1*3^5*5^2*19^2*29^2
17346	3689472640	144	2^7*5^1*7^8
17347	3690562500	231	2^2*3^10*5^6
17348	3690951362	90	2^1*7^2*17^2*19^4
17349	3693600625	135	5^4*11^2*13^2*17^2
17350	3693924300	270	2^2*3^1*5^2*11^4*29^2
17351	3694216968	324	2^3*3^2*13^2*19^2*29^2
17352	3696030000	600	2^4*3^7*5^4*13^2
17353	3696640000	225	2^14*5^4*19^2
17354	3696775290	324	2^1*3^2*5^1*13^2*17^2*29^2
17355	3697159840	324	2^5*5^1*11^2*19^2*23^2
17356	3698557632	756	2^6*3^3*7^2*11^2*19^2
17357	3699376128	216	2^23*3^2*7^2
17358	3699720200	324	2^3*5^2*11^2*17^2*23^2
17359	3700897225	21	5^2*23^6
17360	3701118960	1080	2^4*3^3*5^1*7^2*11^2*17^2
17361	3701505600	525	2^6*3^4*5^2*13^4
17362	3702153600	576	2^7*3^7*5^2*23^2
17363	3703047894	200	2^1*3^3*7^4*13^4
17364	3703696164	315	2^2*3^6*7^4*23^2
17365	3705625000	288	2^3*5^7*7^2*11^2
17366	3706989312	126	2^8*3^1*13^6
17367	3707638272	450	2^9*3^4*13^2*23^2
17368	3708810000	675	2^4*3^2*5^4*7^2*29^2
17369	3709188450	378	2^1*3^6*5^2*11^2*29^2
17370	3711399846	324	2^1*3^1*7^2*11^2*17^2*19^2
17371	3711493500	360	2^2*3^1*5^3*11^4*13^2
17372	3711787560	360	2^3*3^2*5^1*13^4*19^2
17373	3712221184	171	2^18*7^2*17^2
17374	3712437360	540	2^4*3^5*5^1*19^2*23^2
17375	3713840928	486	2^5*3^8*7^2*19^2
17376	3714358050	270	2^1*3^2*5^2*13^4*17^2
17377	3714683544	432	2^3*3^3*11^2*13^2*29^2
17378	3715008300	486	2^2*3^5*5^2*17^2*23^2
17379	3716412840	648	2^3*3^8*5^1*7^2*17^2
17380	3717120000	450	2^14*3^1*5^4*11^2
17381	3718668800	450	2^9*5^2*7^4*11^2
17382	3719048256	525	2^6*3^4*7^2*11^4
17383	3719112250	216	2^1*5^3*7^2*19^2*29^2
17384	3719531250	162	2^1*3^2*5^8*23^2
17385	3720512016	405	2^4*3^2*13^2*17^2*23^2
17386	3720937500	432	2^2*3^5*5^7*7^2
17387	3722098081	25	13^4*19^4
17388	3722749686	120	2^1*3^3*19^4*23^2
17389	3724515675	108	3^11*5^2*29^2
17390	3726736209	189	3^6*7^2*17^2*19^2
17391	3726830250	504	2^1*3^6*5^3*11^2*13^2
17392	3730033476	243	2^2*3^8*13^2*29^2
17393	3730649088	234	2^12*3^1*19^2*29^2
17394	3731961618	270	2^1*3^2*7^2*11^4*17^2
17395	3732480000	490	2^13*3^6*5^4
17396	3732624000	864	2^7*3^2*5^3*7^2*23^2
17397	3733232640	396	2^10*3^1*5^1*17^2*29^2
17398	3734035200	810	2^8*3^5*5^2*7^4
17399	3734179260	252	2^2*3^1*5^1*7^6*23^2
17400	3734416224	540	2^5*3^9*7^2*11^2
17401	3735591048	180	2^3*3^4*7^8
17402	3736801250	270	2^1*5^4*7^2*13^2*19^2
17403	3738009600	576	2^15*3^3*5^2*13^2
17404	3739567104	495	2^10*3^2*7^4*13^2
17405	3741516490	60	2^1*5^1*23^2*29^4
17406	3742230375	144	3^11*5^3*13^2
17407	3742719123	90	3^1*11^2*13^4*19^2
17408	3742931052	180	2^2*3^3*7^2*29^4
17409	3742992400	405	2^4*5^2*7^2*19^2*23^2
17410	3743374338	270	2^1*3^4*11^2*19^2*23^2
17411	3743547392	90	2^17*13^4
17412	3744202752	228	2^18*3^3*23^2
17413	3745440000	675	2^8*3^4*5^4*17^2
17414	3747000600	720	2^3*3^3*5^2*7^4*17^2
17415	3747382947	216	3^7*7^2*11^2*17^2
